iter	TotalF1	MultiClass
880	0.9930071397	0.0540770179
881	0.9930071397	0.05403498626
882	0.9930567074	0.05395256451
883	0.9930567074	0.05390994417
884	0.9930567074	0.05387798549
885	0.9930567074	0.05386326613
886	0.9930567074	0.05385170993
887	0.9930567074	0.05382566049
888	0.9930567074	0.05380779697
889	0.9930567074	0.05378891115
890	0.9930567074	0.05371021008
891	0.9930567074	0.05369188685
892	0.9930567074	0.05358580865
893	0.9930567074	0.05343887925
894	0.9930567074	0.05339870537
895	0.9930567074	0.05334058421
896	0.9930567074	0.05330767002
897	0.9930567074	0.05325808977
898	0.9930567074	0.05322003469
899	0.9930567074	0.05320944987
900	0.9930567074	0.0531869615
901	0.9930567074	0.05317726463
902	0.9930567074	0.05316597146
903	0.9930567074	0.05307490147
904	0.9930567074	0.0530497292
905	0.9930567074	0.05298299235
906	0.9930814912	0.05294190807
907	0.9930814912	0.0529011332
908	0.9930567074	0.0528889034
909	0.9930567074	0.05286802964
910	0.9930567074	0.05281647197
911	0.9931497266	0.05273115261
912	0.9931249428	0.05266892427
913	0.9931249428	0.05256669589
914	0.9931249428	0.05253055785
915	0.9931745104	0.05246057682
916	0.9931249428	0.05244352602
917	0.9931249428	0.05241354834
918	0.9931249428	0.05232027089
919	0.9931249428	0.05230740134
920	0.9931249428	0.05228872758
921	0.9931249428	0.0521010654
922	0.993256451	0.05201909658
923	0.993256451	0.0520016944
924	0.9932316671	0.05190437802
925	0.9933631744	0.05185862368
926	0.9933383905	0.05182881036
927	0.9933631744	0.05166648139
928	0.9933383905	0.05154506151
929	0.9933631744	0.05146258564
930	0.993256451	0.05130055809
931	0.993256451	0.05126666267
932	0.993256451	0.05123949383
933	0.9933879583	0.05113414011
934	0.9933879583	0.05104755079
935	0.9933879583	0.05103114434
936	0.9934127421	0.05102322978
937	0.9934127421	0.05098414061
938	0.9934127421	0.05084843512
939	0.9934127421	0.05083287539
940	0.9934127421	0.05081479009
941	0.9934127421	0.05080055315
942	0.9934127421	0.05076972783
943	0.9934127421	0.05072070887
944	0.9934127421	0.05065567992
945	0.9934127421	0.05060437278
946	0.9935366606	0.05042214113
947	0.9935366606	0.05035110487
948	0.9935366606	0.05032739635
949	0.9935614441	0.05025771244
950	0.9935614441	0.05020816203
951	0.9935614441	0.05017062051
952	0.9935614441	0.05013441439
953	0.9935614441	0.05008634168
954	0.9935862277	0.0500540838
955	0.9935862277	0.05003187729
956	0.9935862277	0.0500043053
957	0.9935862277	0.04994245661
958	0.9935614441	0.04991679422
959	0.9935862277	0.04990339828
960	0.9935614441	0.04973770269
961	0.9935614441	0.04967189375
962	0.9935614441	0.04964721544
963	0.9935614441	0.04963969522
964	0.9935366606	0.04956783727
965	0.9935366606	0.04955874449
966	0.9935614441	0.0495071712
967	0.9935614441	0.04947950293
968	0.9935614441	0.04944680109
969	0.9935614441	0.04943306539
970	0.9935366606	0.04933194999
971	0.9935366606	0.04929538063
972	0.9935366606	0.04916371471
973	0.9935366606	0.04915900981
974	0.9935366606	0.04913052005
975	0.9935862277	0.04911073357
976	0.9935862277	0.04909604046
977	0.9935862277	0.04907003221
978	0.9936357946	0.04897240663
979	0.9935862277	0.04894505701
980	0.9936357946	0.04887328567
981	0.9938096441	0.04876660846
982	0.9938096441	0.04874310593
983	0.9938344276	0.04871394689
984	0.9938096441	0.04869692632
985	0.9938839945	0.04866465226
986	0.99368545	0.04859019894
987	0.99368545	0.04855756037
988	0.99368545	0.04854232343
989	0.99368545	0.04853269867
990	0.99368545	0.04851603662
991	0.99368545	0.04847572374
992	0.9939088664	0.04844307212
993	0.9939088664	0.04830919854
994	0.9939088664	0.04830046646
995	0.9939088664	0.04827045024
996	0.9941074957	0.04818277959
997	0.9943309016	0.04813656452
998	0.9943309016	0.04811301228
999	0.9943309016	0.04807499043
